FIPS,AVG Jan,AVG Feb,AVG Mar,AVG Apr,AVG May,AVG June,AVG July,AVG August,AVG September,AVG October,AVG November,AVG December
18001,27.41,29.69,39.73,49.49,61.37,70.8,73.72,71.59,66.93,55.31,41.67,33.88
18003,26.98,28.97,39.14,48.9,60.98,70.44,73.53,71.27,66.59,54.69,41.12,33.46
18005,31.74,34.74,44.32,53.33,64.07,72.29,75.36,73.58,69.1,57.6,43.82,37.32
18007,26.16,28.44,39.79,49.62,62.02,71.23,73.38,71.54,67.23,54.93,40.74,32.94
18009,28.18,30.77,40.64,50.33,62.06,71.27,74.12,72.07,67.54,55.82,42.02,34.42
18011,27.9,30.47,40.88,50.32,62.13,70.82,73.51,71.64,67.24,55.38,41.63,34.22
18013,30.58,33.84,43.54,52.44,63.22,71.6,74.83,72.88,68.48,56.87,43.06,36.54
18015,27.23,29.44,40.24,49.77,61.81,71.24,73.81,71.92,67.41,55.08,41.41,33.9
18017,27.04,29.07,39.76,49.19,61.17,70.9,73.71,71.79,67.2,54.83,41.08,33.59
18019,33.8,37.26,46.29,55.34,65.82,73.71,77.33,75.2,70.73,58.69,45.5,39.64
18021,30.38,33,43.18,52.93,64.21,73.02,76.02,74.02,69.37,57.26,43.29,36.32
18023,27.34,29.91,40.47,50.07,61.89,70.98,73.5,71.69,67.2,55.17,41.4,33.99
18025,33.28,36.7,45.86,54.24,64.86,72.53,75.96,73.96,69.4,57.77,44.52,39.07
18027,31.97,35.11,45.12,54.36,65.28,73.67,76.63,74.51,70.21,58.39,44.43,38.19
18029,31.97,35,44.2,53.41,63.92,71.82,75.73,73.99,69.31,57.48,44.21,37.69
18031,31.08,34.1,43.43,52.67,63.34,71.34,74.43,72.73,68.27,56.76,43.27,36.61
18033,26.08,27.9,38.31,48.16,59.83,69.37,72.66,70.58,65.87,53.9,40.26,32.52
18035,29.23,32.02,41.7,51.13,62.68,71.57,74.33,72.21,67.77,56.33,42.8,35.37
18037,32.82,36.22,45.77,54.41,65.17,73.13,76.31,74.21,69.73,58.13,44.54,38.81
18039,26.01,27.4,37.97,47.82,60.2,69.69,72.9,71.14,66.29,53.73,40.27,32.54
18041,29.49,32.31,42.07,51.59,62.32,70.6,73.98,72.27,67.76,55.92,42.26,35.38
18043,34.03,37.7,46.69,55.6,66.07,73.91,77.4,75.36,70.74,58.79,45.84,39.99
18045,27.68,30.03,41.02,50.72,62.79,71.79,74.06,72.29,67.96,55.61,41.6,34.22
18047,30.58,33.48,43.06,52.3,63.13,71.1,74.76,72.99,68.36,56.47,42.99,36.26
18049,26.54,28.33,39.06,48.47,60.74,70.46,73.37,71.42,66.7,54.52,40.62,33.04
18051,33.34,36.3,46.47,55.51,66.44,74.97,78.07,75.72,71.29,59.29,45.47,39.17
18053,28.06,30.49,40.62,50.18,61.79,71.04,74.03,72.22,67.51,55.67,41.66,34.03
18055,30.88,33.99,43.97,53.34,64.26,72.78,76.01,73.99,69.51,57.62,43.57,37.07
18057,28.72,31.19,41.36,50.79,62.26,71.12,74.09,72.08,67.62,55.64,41.89,34.74
18059,29.63,32.37,42.09,51.53,62.74,71.5,74.54,72.46,68.09,56.19,42.47,35.47
18061,34.19,37.72,46.71,55.42,65.81,73.58,77.11,75.07,70.37,58.59,45.72,40.07
18063,28.49,31.51,41.51,50.9,62.5,71.11,74.12,72.17,67.62,55.67,42.12,34.83
18065,28.77,31.71,41.52,50.94,61.84,70.47,73.51,71.69,67.14,55.7,41.99,34.82
18067,27.37,29.78,40.22,49.73,61.33,70.72,73.49,71.67,67.09,55.2,41.37,33.91
18069,27.07,29.24,39.66,49.24,61.14,70.34,73.48,71.43,66.88,54.88,41.02,33.39
18071,32.32,35.41,44.88,53.84,64.36,72.37,75.76,73.9,69.4,57.8,44.11,37.97
18073,26.23,27.82,39.18,48.84,61.28,70.8,73.24,71.57,67.03,54.83,40.57,32.98
18075,27.97,30.57,40.47,49.91,61.62,70.79,73.73,71.64,67.2,55.63,41.86,34.33
18077,33.24,36.34,45.41,54.76,64.86,72.42,76.29,74.5,69.92,58.27,44.81,38.69
18079,32.42,35.47,44.72,54.03,64.39,72.03,75.52,73.84,69.27,57.76,44.19,37.86
18081,29.88,33.16,42.77,52.13,63.32,71.87,74.96,72.86,68.46,56.59,42.84,35.92
18083,32.14,35,45.33,54.61,65.83,74.51,77.32,75.12,70.81,58.77,44.77,38.11
18085,26.08,27.97,38.49,48.22,60.71,70.09,73.04,71.2,66.48,54.24,40.34,32.67
18087,25.98,27.3,37.91,47.74,59.77,69.2,72.6,70.87,65.99,53.59,39.99,32.5
18089,26.14,27.58,38.77,48.16,60.33,70.34,73.48,71.97,67.3,54.5,40.66,32.81
18091,25.99,27.42,37.97,47.59,59.99,69.82,72.96,71.46,66.46,53.78,40.44,32.59
18093,31.48,34.73,44.24,53.08,63.77,71.79,75.32,73.2,68.83,57.2,43.46,37.51
18095,29.34,31.93,41.77,51.21,62.59,71.49,74.37,72.39,67.9,56.31,42.58,35.24
18097,29.19,32.18,41.88,51.57,63.07,71.87,75,72.89,68.37,56.04,42.43,35.33
18099,26.1,27.82,38.33,47.93,60.22,69.93,72.93,71.21,66.3,54.04,40.43,32.62
18101,31.88,35.2,44.87,53.71,64.61,72.67,75.98,73.83,69.49,57.82,43.9,38.06
18103,27.09,29.44,39.8,49.3,61.4,70.92,73.96,72,67.2,54.92,41.06,33.41
18105,30.16,33.51,43.27,52.17,63.01,71.4,74.83,72.84,68.36,56.62,42.82,36.33
18107,27.8,30.28,40.94,50.38,62.37,71.1,73.48,71.77,67.51,55.68,41.74,34.26
18109,29.67,32.88,42.7,51.86,63.04,71.51,74.82,72.81,68.31,56.39,42.63,35.83
18111,26.16,27.94,39.59,49.28,61.7,71.14,73.49,71.77,67.52,55.18,40.8,32.93
18113,25.93,27.68,38.08,47.9,60.11,69.49,72.64,70.64,65.94,53.76,40.04,32.54
18115,33.17,36.22,45.14,54.43,64.5,72.43,76.41,74.74,70.09,58.33,45.1,38.78
18117,32.53,35.9,45.19,53.7,64.43,72.19,75.61,73.54,69.1,57.43,43.96,38.41
18119,30.18,33.28,43.13,52.44,63.49,71.98,75.41,73.5,68.94,56.91,42.86,36.22
18121,28.81,31.12,41.82,51.34,63.27,72.19,74.79,72.97,68.53,56.04,42.17,34.96
18123,33.48,36.83,46.22,54.59,65.01,72.82,76.3,74.18,69.53,58.26,44.86,39.38
18125,32.72,35.83,45.89,54.98,65.83,74.29,77.27,75.04,70.6,58.71,44.99,38.76
18127,26.02,27.34,38.28,47.78,60.09,69.99,73.14,71.64,66.72,54.1,40.43,32.7
18129,34.22,37.02,46.98,55.98,66.82,75.56,78.74,76.31,71.79,59.7,45.9,39.83
18131,26.6,27.98,38.97,48.44,60.74,70.53,73.36,71.53,66.78,54.43,40.47,33.07
18133,28.78,31.56,41.79,51.09,62.66,71.2,74.12,72.27,67.89,55.98,42.13,34.92
18135,28.34,31.18,40.88,50.23,61.56,70.4,73.38,71.38,66.99,55.5,41.78,34.56
18137,31.66,34.68,43.88,53.18,63.48,71.16,74.78,73.07,68.52,56.97,43.63,37.18
18139,29.88,32.7,42.3,51.77,62.56,71.03,74.14,72.32,67.88,56.29,42.59,35.69
18141,26.06,27.47,37.79,47.49,59.83,69.58,72.71,71.13,66.18,53.66,40.43,32.54
18143,33.18,36.39,45.54,54.76,65.12,72.9,76.58,74.6,70.08,58.27,44.78,38.76
18145,30.64,33.64,43.16,52.49,63.6,72.09,75.08,73.06,68.64,57.04,43.24,36.39
18147,33.74,37.01,46.71,55.47,65.97,74.16,77.43,75.12,70.38,58.83,45.38,39.67
18149,26.33,27.77,38.49,48.07,60.48,70.29,73.21,71.52,66.54,54.1,40.48,32.82
18151,25.51,27,37.54,47.46,59.1,68.49,72.03,70.3,65.46,53.34,39.61,32.02
18153,31.23,33.91,44.37,54,65.34,74.17,76.97,74.76,70.33,58.31,44.2,37.27
18155,33.67,36.72,45.61,54.97,64.78,72.6,76.67,74.91,70.32,58.69,45.41,39.12
18157,27.23,29.69,40.51,50.1,62.37,71.4,73.69,71.92,67.43,55.29,41.49,33.99
18159,27.81,30.27,40.78,50.23,61.6,70.76,73.57,71.71,67.11,55.59,41.59,34.26
18161,29.62,32.44,42.11,51.56,62.47,70.62,74.18,72.42,67.73,55.87,42.16,35.39
18163,34.18,37.09,47.04,56.21,66.93,75.57,78.79,76.34,71.83,59.81,46.12,39.94
18165,28.8,31.03,41.98,51.53,63.44,72.51,75.01,73.07,68.79,56.19,42.18,35.01
18167,30.67,33.07,43.48,53.21,64.66,73.62,76.46,74.27,69.7,57.52,43.58,36.54
18169,26.94,29.38,39.62,49.23,61.38,70.72,73.86,71.93,67.1,54.82,40.86,33.18
18171,26.92,29.29,40.44,50.36,62.6,71.71,73.83,71.99,67.68,55.23,41.2,33.56
18173,33.7,36.87,46.73,55.87,66.49,74.96,78.1,75.69,70.99,59.09,45.57,39.61
18175,32.59,35.96,45.21,54.01,64.56,72.4,75.88,73.81,69.4,57.61,44.28,38.47
18177,28.66,31.44,41.2,50.82,61.77,70.21,73.41,71.72,67.08,55.32,41.56,34.68
18179,27.4,29.68,39.87,49.53,61.39,70.62,73.53,71.39,66.92,55.21,41.51,33.84
18181,26.64,28.6,39.73,49.29,61.62,71,73.49,71.67,67.13,54.89,40.82,33.34
18183,26.19,28.2,38.56,48.28,60.57,69.89,72.81,70.82,66.2,54.14,40.26,32.8
19001,22.63,23.73,38.91,48.79,60.32,71.89,73.83,71.38,66.51,51.42,39.24,29.41
19003,23.54,25.07,40.12,49.59,60.98,72.37,74.34,71.97,67.17,52.34,39.84,29.87
19005,18.38,19.37,34.6,45.33,58.42,68.93,72.04,69.76,64.38,50.1,36.42,26.12
19007,24.11,26.33,40.6,50.47,61.61,72.57,75.2,72.82,68.03,53.5,40.76,31.44
19009,21.73,22.42,38.36,47.9,59.64,71.66,73.06,70.57,66.04,51.34,38.11,28.17
19011,19.34,20.9,36.39,46.88,59.73,70.64,72.93,70.27,65.63,50.97,37.16,27.61
19013,19.12,20.26,35.97,47,59.83,71.01,72.92,70.42,65.67,50.96,37.11,27.47
19015,21.08,22.17,37.92,48.57,60.89,72.33,74.1,71.36,66.81,51.64,38.59,28.42
19017,18.49,19.31,35.03,46.1,59.5,70.69,72.5,69.82,65.18,50.36,36.59,26.77
19019,18.4,19.64,35.28,45.98,59.14,69.89,72.18,69.48,64.82,50.28,36.32,26.74
19021,19.16,19.66,35.6,46.02,59.21,71.7,73.14,70.37,65.5,49.9,36.49,25.31
19023,18.59,19.48,35.3,46.21,59.53,70.88,72.66,69.98,65.44,50.31,36.78,26.68
19025,19.86,20.56,37.18,47.49,60.13,72.11,73.41,70.61,66.04,51.01,37.74,26.79
19027,20.92,21.77,38,48.06,60,72.27,73.51,70.79,66.33,51.47,38.14,27.64
19029,23.07,24.27,39.74,49.14,60.49,72.36,73.81,71.5,66.94,52.18,39.32,29.33
19031,21.47,23.19,37.81,47.9,60.93,71.43,73.83,71.22,66.68,52.16,38.36,29.42
19033,17.47,17.94,34.33,45.56,58.82,70.46,71.97,69.32,64.78,49.38,35.8,25.21
19035,19.42,19.76,35.83,46.14,59.17,71.78,73.22,70.44,65.53,49.72,36.38,25.19
19037,17.61,18.03,33.79,44.7,58.48,69.61,71.49,68.7,64.12,49.2,35.58,25.87
19039,23.78,25.36,40.27,49.98,61.46,72.92,75.39,73.01,68.21,53,40.13,30.73
19041,18.36,18.49,34.79,45.63,59.24,71.67,72.94,70.18,65.32,49.4,36.06,24.41
19043,18.89,19.83,35.06,45.66,58.83,69.21,72.18,69.64,64.78,50.47,36.81,27.07
19045,22.63,24.12,38.46,48.7,61.52,71.74,74.29,71.94,67.3,53.32,39.4,30.42
19047,21.5,22.26,38.3,48.18,60.04,72.39,73.61,71.1,66.49,51.29,38.2,27.66
19049,22.41,23.59,39.08,49.5,61.29,72.82,74.71,72.11,67.44,52.27,39.5,29.6
19051,24.32,26.56,40.49,50.39,61.82,72.68,75.28,72.98,68.18,53.54,40.88,31.92
19053,24.7,26.68,40.99,50.68,61.88,73.19,75.66,73.23,68.42,53.6,40.89,31.59
19055,19.33,20.5,35.71,46.04,59.01,69.42,72.14,69.56,64.91,50.48,36.72,27.41
19057,24.36,26.63,40.33,50.27,62.54,72.81,75.1,72.83,68.27,54.29,40.58,32.08
19059,17.02,17.11,33.53,44.51,58.37,70.98,72.51,69.76,64.63,48.6,35.21,23.26
19061,20.26,21.4,36.18,46.44,59.34,69.61,72.52,70.23,65.17,51,37.28,28.09
19063,16.98,17.13,33.67,44.66,58.38,70.86,72.09,69.38,64.44,48.56,35.03,23.34
19065,17.77,18.6,34.34,45.24,58.71,69.37,71.59,68.78,64.31,49.71,35.87,26.12
19067,17.79,18.23,34.43,45.4,59.01,70.33,72.11,69.48,64.9,49.49,35.96,25.72
19069,18.3,18.99,35.17,46.39,59.2,70.78,72.47,69.71,65.23,49.97,36.43,26.19
19071,25.43,27.01,41.98,51.33,62.52,74.08,75.66,73.52,68.84,53.93,41.14,30.94
19073,21.04,22.01,38.02,48.42,60.48,72.31,73.83,70.94,66.51,51.57,38.44,28.26
19075,19.39,20.32,36.23,47.08,59.77,71.07,72.93,70.14,65.77,50.89,37.32,27.53
19077,21.94,22.79,38.58,48.56,60.38,72.13,73.83,71.26,66.56,51.64,38.67,28.96
19079,19.16,20.08,36.27,46.99,59.5,70.83,72.67,69.87,65.59,50.39,37.13,26.93
19081,17.28,17.76,34.16,45.42,58.69,70.5,71.87,69.08,64.6,49.1,35.5,24.77
19083,19.26,20.19,36.12,47.11,59.73,71.19,73.04,70.2,65.8,50.67,37.21,27.27
19085,23.2,24.06,39.62,49.64,61.18,73.66,74.83,72.54,67.72,52.44,39.36,28.44
19087,23.39,25.63,39.28,49.2,61.58,72.19,74.67,72.08,67.23,53.17,39.78,31.14
19089,16.62,16.91,32.98,43.84,57.68,68.53,70.73,68,63.33,48.3,34.7,24.68
19091,18.48,19.2,35.6,46.57,59.72,71.4,72.76,69.67,65.24,49.98,36.72,25.8
19093,20.46,21.12,37,47.03,59.38,71.94,73.32,70.73,66.03,50.48,37.32,26.48
19095,21.56,23.28,38.22,48.27,61.01,71.89,74.19,71.59,67.2,52.22,38.84,29.41
19097,21.69,22.97,37.57,47.68,60.64,70.77,73.66,71.31,66.47,52.44,38.63,29.51
19099,21.87,23.3,38.62,49.13,61.09,72.24,74.54,71.96,67.4,52.38,39.4,29.76
19101,22.94,24.99,39.01,48.91,61,71.91,74.53,72.1,67.29,52.62,39.72,30.99
19103,21.63,23.49,38.23,48.36,61.19,71.79,74.26,71.56,67.03,52.24,38.58,29.54
19105,21.43,22.8,37.43,47.69,60.39,70.68,73.32,70.9,66.2,51.83,38.1,29.13
19107,22.62,24.53,39.34,49.07,61.24,72.22,74.56,72.08,67.71,52.78,39.61,30.42
19109,17.57,17.92,34.21,45.47,58.98,71.31,72.47,69.54,65.1,49.29,35.6,24.48
19111,25.14,27.39,40.92,50.8,62.71,72.99,75.41,73.29,68.59,54.54,41.2,32.82
19113,20.1,21.83,37.09,47.52,60.26,70.92,73.38,70.8,66.01,51.3,37.7,28.21
19115,23.63,25.68,39.68,49.51,62.11,72.8,75.07,72.48,67.79,53.7,40.03,31.29
19117,23.54,25.32,40.21,50.17,61.4,72.34,75.03,72.63,67.96,52.81,40.14,30.84
19119,18.18,18.42,34.39,44.94,58.57,71.42,72.83,70.01,64.71,48.72,35.39,23.73
19121,22.96,24.28,39.5,49.5,61.14,72.68,74.87,72.34,67.62,52.39,39.92,30.01
19123,22.88,25.06,40.04,49.89,61.44,72.48,74.79,72.47,67.84,52.99,40.19,30.6
19125,22.76,24.71,39.79,49.86,61.3,72.5,75,72.61,67.74,52.7,40.14,30.51
19127,20.56,21.8,37.32,47.97,60.33,71.56,73.66,70.88,66.67,51.69,38.24,28.57
19129,24.72,26.11,41.31,50.91,62.12,74.02,75.47,73.28,68.49,53.41,40.59,30.28
19131,16.92,17.2,33.68,44.57,58.32,69.57,71.5,68.81,64.21,48.62,35.29,24.79
19133,22.29,23.04,38.71,48.48,60.37,72.99,74.28,71.9,66.97,51.43,38.63,27.72
19135,23.67,25.76,40.41,50.32,61.53,72.5,75,72.7,67.99,53.14,40.62,31.22
19137,24.28,25.7,40.94,50.36,61.47,73.08,74.7,72.51,67.88,53.09,40.21,30.13
19139,22.23,24.17,38.54,48.47,61.47,72.21,74.48,71.84,67.16,52.8,38.97,30.19
19141,18.29,18.6,34.78,45.46,58.96,71.64,72.93,70.01,65.03,49.2,35.91,24.26
19143,17.04,17.33,33.48,44.4,58.2,71.03,72.54,69.56,64.42,48.21,34.83,23.09
19145,25.34,26.92,41.77,50.99,62.09,73.58,75.22,73.09,68.54,53.72,40.92,30.96
19147,18.14,18.38,34.89,45.78,59.38,71.73,72.94,69.94,65.31,49.57,35.98,24.63
19149,20.27,20.8,36.83,46.93,59.73,72.47,73.72,71.08,66.03,50.09,36.96,25.56
19151,18.67,19.1,35.69,46.19,59.53,71.68,72.91,70,65.36,49.92,36.62,25.42
19153,22.39,23.82,39.17,49.69,61.61,72.99,74.93,72.5,67.78,52.59,39.79,29.76
19155,23.71,24.94,40.37,50.18,61.44,73.68,74.88,72.68,67.92,52.78,39.87,29.27
19157,21.41,23.02,38.28,48.5,60.67,71.69,73.93,71.32,67.02,52.21,38.99,29.39
19159,24.28,26.23,40.8,50.36,61.54,72.91,75.22,72.8,68,53.16,40.52,30.98
19161,20.18,20.87,36.97,47.24,59.79,72.16,73.46,70.77,66.21,50.81,37.48,26.53
19163,23.22,25.07,38.94,49.31,62.14,72.49,74.54,72.32,67.71,53.72,39.81,30.87
19165,22.24,23.1,39.02,48.72,60.34,72.47,73.68,71.31,66.73,51.79,38.59,28.26
19167,18.86,19.31,35.33,45.77,59.08,71.83,73.18,70.4,65.12,49.27,36.08,24.43
19169,20.8,22.07,37.84,48.43,60.79,72.13,73.94,71.33,66.86,51.71,38.49,28.4
19171,20.07,21.3,36.88,47.52,60.04,71.09,73.08,70.39,66.21,51.39,37.81,28.21
19173,24.54,26.43,41.11,50.3,61.52,72.96,74.93,72.63,68.02,53.08,40.51,30.57
19175,23.32,24.78,39.82,49.53,60.84,72.21,74.54,72.09,67.27,52.48,39.97,30.14
19177,23.86,26.13,39.6,49.61,61.62,72.38,75,72.54,67.7,53.1,40.43,31.78
19179,23.83,25.92,40.29,50.21,61.71,72.6,74.96,72.74,68.12,53.32,40.66,31.57
19181,23.13,24.68,40,50.07,61.69,73.17,75.52,72.99,68.36,53,40.29,30.42
19183,22.77,24.7,39.03,48.76,61.3,72.09,74.61,72,67.41,52.78,39.46,30.46
19185,24.01,26.06,40.38,50.28,61.36,72.24,74.99,72.5,67.78,53.02,40.37,31.09
19187,19.44,20.3,36.69,47.23,59.91,71.29,72.86,69.92,65.51,50.53,37.47,26.89
19189,16.7,16.77,33.4,44.58,58.09,69.9,71.31,68.58,64.07,48.53,34.82,24.01
19191,17.51,18.24,33.94,44.87,58.24,68.93,71.47,68.97,64.03,49.39,35.68,25.63
19193,21.49,22.04,37.93,47.77,59.94,72.63,74.09,71.56,66.57,50.67,37.82,26.83
19195,16.51,16.81,33.38,44.67,58.16,69.81,71.38,68.62,64.16,48.6,35.02,24.31
19197,18.04,18.83,35.18,46.29,59.02,70.49,72.13,69.27,64.92,49.63,36.31,25.8
20001,33.62,35.06,47.84,55.69,64.87,76.1,79.37,77.2,72.16,58.34,46.36,38.39
20003,32.43,34.09,47.16,55.21,64.59,76.08,78.91,76.9,71.83,57.7,45.84,37.54
20005,29.47,31.04,44.79,53.53,63.98,75.2,77.61,75.58,70.61,56.12,43.58,34.63
20007,35.26,36.34,48.57,56.54,65.47,77.32,80.98,78.62,73.76,59.19,46.97,37.67
20009,31.46,33.12,45.44,53.48,62.54,75.47,78.96,76.66,71.5,56.31,44.13,34.71
20011,33.97,35.47,48,55.87,65.13,76.14,79.47,77.16,72.34,58.62,46.68,38.98
20013,28.3,29.89,43.98,52.86,63.56,74.82,76.99,74.93,70.2,55.41,42.89,33.62
20015,33.54,34.87,48.06,55.87,64.81,76.6,80.17,78.21,73.11,58.94,46.42,37.53
20017,31.9,33.22,46.53,54.83,64.13,75.81,79.11,77.03,71.84,57.52,45.06,36.03
20019,35.27,36.99,49.26,57.32,65.81,76.59,80.41,78.38,73.37,59.7,47.47,39.53
20021,36.18,38,49.66,57.34,66.3,76.97,80.88,78.21,73.34,59.81,48.33,40.7
20023,30.41,31.03,42.24,49.49,59.43,72.54,77.11,74.31,68.22,52.44,41.56,32.39
20025,35.07,36.48,48.11,55.9,65.43,76.84,81.12,78.69,73.6,58.66,46.24,37.14
20027,30.47,31.8,45.33,53.72,64.08,76.76,79.39,76.91,71.91,56.72,44.41,34.57
20029,30.27,31.64,44.82,53.44,63.67,76.47,78.92,76.61,71.52,56.3,44.17,34.18
20031,32.82,34.37,47.4,55.72,64.88,76.4,79.56,77.37,72.29,58.19,46.1,37.77
20033,35.2,36.72,48.47,56.33,65.26,76.86,80.88,78.51,73.66,58.84,46.68,37.41
20035,35.21,36.54,49.09,56.94,65.3,76.51,80.19,78.33,73.68,59.77,47.53,38.77
20037,34.88,36.6,48.74,56.59,65.61,76.5,80.19,77.71,72.91,59.3,47.59,39.66
20039,29.31,30.31,42.67,50.78,60.03,73.69,77.46,74.81,69.26,53.48,41.62,31.98
20041,31.86,33.39,46.49,54.92,64.94,77.38,80.33,77.84,72.69,57.78,45.21,35.5
20043,28.73,30.48,44.4,53.14,63.88,75.02,77.07,75.09,70.37,55.68,43.38,34.26
20045,31.73,33.52,46.52,54.96,64.94,76.2,78.88,76.61,71.67,57.36,45.26,36.47
20047,33.17,34.51,46.43,54.1,63.07,75.52,79.44,77.19,72.22,57.17,44.96,35.79
20049,34.42,35.72,48.34,56.48,65.16,76.21,79.83,77.91,72.67,58.97,46.69,38.64
20051,31.1,32.51,44.98,53.07,62.41,75.67,79.1,76.78,71.58,55.76,43.73,33.94
20053,32.36,33.61,46.21,54.16,63.71,76.57,80.01,77.76,72.72,57.54,45.21,35.51
20055,32.42,33.86,45.24,53.17,62.97,75.51,79.29,76.69,71.41,55.91,43.74,34.48
20057,33.59,34.99,46.5,54.29,63.7,75.81,79.74,77.47,72.31,57.1,44.83,35.76
20059,32.33,34.01,47.06,55.16,64.83,76.11,78.93,76.77,71.82,57.8,45.76,37.36
20061,31.36,32.7,45.9,54.43,64.66,76.56,79.39,77.06,72.18,57.24,45.03,35.32
20063,30.72,31.86,44.04,52.06,61.49,74.82,78.66,76.1,70.76,54.94,42.7,33.34
20065,30.37,31.4,43.83,52.1,61.34,74.98,78.41,76.11,70.56,54.77,42.94,33.14
20067,33.51,34.79,46.01,53.6,63.39,75.48,79.19,76.62,71.47,56.44,44.21,34.97
20069,33.08,34.53,45.98,53.69,63.46,75.78,79.52,77.06,71.73,56.36,44.3,35.14
20071,31.5,31.98,43.02,50.66,60.4,72.87,76.88,74.39,68.79,53.41,42.09,32.92
20073,33.34,34.64,47.79,55.77,64.63,76.06,79.62,77.69,72.48,58.62,46.18,37.76
20075,32.81,33.72,44.71,52.37,62.24,74.4,78.46,76.07,70.34,55.16,43.23,34.09
20077,35.38,36.38,49.01,56.69,65.72,77.77,81.29,79.08,74,59.87,47.19,38.46
20079,33.31,34.63,47.73,55.58,65.08,77.48,80.87,78.41,73.34,58.79,46.11,36.96
20081,33.38,34.81,46.1,53.74,63.53,75.63,79.29,76.79,71.69,56.48,44.32,35.03
20083,32.97,34.43,46.17,54.08,63.37,76.08,79.87,77.58,72.41,56.87,44.64,35.32
20085,29.23,30.77,44.69,53.03,63.87,75.4,78.08,75.9,70.7,56.02,43.33,34.33
20087,30.51,32.32,45.59,54.14,64.59,75.88,78.47,76.11,71.14,56.72,44.23,35.26
20089,29.27,30.29,43.39,52.17,62.24,74.98,77.69,75.27,70.17,55.03,42.7,32.98
20091,31.52,33.32,46.41,54.86,64.86,75.93,78.4,76.17,71.38,57.13,45.17,36.56
20093,32.84,34.01,45.11,52.8,62.76,75.06,78.91,76.31,71,55.66,43.63,34.5
20095,34.16,35.17,47.7,55.43,64.76,77.06,80.46,78.04,73.02,58.54,46.09,37.13
20097,34.03,35.42,47.17,54.83,63.69,75.71,79.74,77.46,72.58,57.78,45.63,36.37
20099,35.81,37.6,49.52,57.16,65.94,76.77,80.51,78.14,73.21,59.77,47.96,40.31
20101,31.36,32.76,44.61,52.72,62.26,75.03,79.07,76.38,71.18,55.49,43.21,33.84
20103,31.08,32.93,46.03,54.63,64.98,76.07,78.51,76.24,71.36,56.92,44.71,35.9
20105,31.38,32.9,45.71,54,63.52,76.52,79.68,77.33,72.23,56.99,44.69,34.9
20107,32.93,34.68,47.48,55.58,64.98,76.12,78.9,76.83,71.91,57.86,46.11,37.92
20109,31.3,32.09,43.76,51.61,61.14,74.31,78.22,75.41,70.02,54.33,42.53,33.49
20111,32.27,33.53,46.77,55.13,64.34,75.93,79.04,76.89,71.74,57.74,45.54,36.68
20113,32.73,34.14,46.91,54.74,64.61,77.32,80.68,78.04,73.06,58.23,45.38,36.23
20115,32.41,33.81,46.82,54.93,64.64,76.69,79.92,77.58,72.49,58.11,45.37,36.22
20117,27.93,29.33,43.3,52.22,63.16,75.18,77.34,74.97,70.12,54.91,42.53,32.84
20119,34.5,36.02,47.67,55.18,64.82,76.38,80.52,78.03,72.94,57.93,45.62,36.54
20121,32.09,33.89,46.87,55.08,64.81,75.88,78.53,76.28,71.53,57.48,45.61,37.19
20123,30.23,31.59,44.49,53.06,62.81,75.78,78.6,76.13,70.98,55.83,43.61,34
20125,35.77,37.56,49.71,57.46,66.12,77.1,80.86,78.66,73.49,59.91,47.93,40.19
20127,31.56,32.91,45.83,54.37,64.13,75.91,78.92,76.71,71.59,57.24,44.76,35.51
20129,34.99,36.08,46.84,53.91,63.33,75.07,79.08,76.49,71.1,56.72,45.09,36.44
20131,27.76,29.32,43.31,52.04,62.97,74.52,76.82,74.62,69.8,54.86,42.29,32.97
20133,34.6,36.21,48.64,56.42,65.37,76.41,79.92,77.69,72.63,59.09,47.13,39.19
20135,31.83,33.27,45.26,53.2,62.54,75.62,79.31,77.03,71.97,56.14,43.99,34.4
20137,28.83,29.82,42.77,51.04,60.52,74.11,77.56,75.06,69.36,53.66,41.73,32.06
20139,32.46,34.13,47.09,55.36,64.98,76.43,79.34,77.03,72.04,58.07,45.8,37.33
20141,30.14,31.46,44.37,52.91,62.29,75.58,78.67,76.24,71.08,55.61,43.48,33.6
20143,31.43,32.93,46.08,54.34,64.27,77.2,80.08,77.64,72.54,57.37,44.98,35.16
20145,32.16,33.66,45.78,53.57,62.62,75.42,79.09,76.84,71.78,56.56,44.37,35.14
20147,29.28,30.03,43.17,51.78,61.39,74.81,77.84,75.36,70.03,54.33,42.39,32.38
20149,29.46,30.89,44.72,53.5,63.89,75.77,78.4,76.07,71.21,56.27,43.91,34.26
20151,33.83,34.9,47.04,54.67,63.94,76.11,79.78,77.54,72.53,57.76,45.7,36.46
20153,30.06,30.78,42.39,50.09,59.41,72.93,76.96,74.5,68.8,53.03,41.54,32.22
20155,33.14,34.53,47,54.82,64.4,77.18,80.63,77.93,72.87,57.94,45.34,36.22
20157,28.81,30.01,43.47,52.38,62.89,75.5,77.72,75.51,70.62,55.27,42.92,32.88
20159,32.29,33.7,46.32,54.12,63.6,76.51,80.06,77.51,72.38,57.36,44.79,35.53
20161,30.36,31.66,45.26,53.94,64.3,76.36,79.06,76.63,71.81,56.67,44.48,34.68
20163,30.26,31.53,44.17,52.62,61.94,75.28,78.66,76.2,71,55.24,43.34,33.27
20165,31.58,33.13,45.37,53.27,62.43,75.5,78.94,76.71,71.68,56.04,43.98,34.39
